"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"21-25 lat";"2019";66;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"26-30 lat";"2015";24;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"26-30 lat";"2016";37;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"26-30 lat";"2017";37;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"26-30 lat";"2018";42;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"26-30 lat";"2019";45;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"31 lat i starsze";"2015";33;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"31 lat i starsze";"2016";35;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"31 lat i starsze";"2017";40;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"31 lat i starsze";"2018";43;"szt.";"";
1218000;"Powiat wadowicki";"ciągniki siodłowe";"31 lat i starsze";"2019";50;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"8-9 lat";"2015";210;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"8-9 lat";"2016";253;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"8-9 lat";"2017";222;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"8-9 lat";"2018";217;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"8-9 lat";"2019";217;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"10-11 lat";"2015";240;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"10-11 lat";"2016";274;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"10-11 lat";"2017";287;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"10-11 lat";"2018";307;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"10-11 lat";"2019";273;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"12-15 lat";"2015";430;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"12-15 lat";"2016";454;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"12-15 lat";"2017";510;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"12-15 lat";"2018";565;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"12-15 lat";"2019";650;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"16-20 lat";"2015";440;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"16-20 lat";"2016";546;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"16-20 lat";"2017";616;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"16-20 lat";"2018";686;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"16-20 lat";"2019";721;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"21-25 lat";"2015";339;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"21-25 lat";"2016";340;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"21-25 lat";"2017";346;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"21-25 lat";"2018";414;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"21-25 lat";"2019";478;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"26-30 lat";"2015";781;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"26-30 lat";"2016";756;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"26-30 lat";"2017";702;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"26-30 lat";"2018";599;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"26-30 lat";"2019";484;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"31 lat i starsze";"2015";2381;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"31 lat i starsze";"2016";2494;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"31 lat i starsze";"2017";2633;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"31 lat i starsze";"2018";2801;"szt.";"";
1218000;"Powiat wadowicki";"motocykle";"31 lat i starsze";"2019";3015;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"8-9 lat";"2015";626;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"8-9 lat";"2016";1089;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"8-9 lat";"2017";1051;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"8-9 lat";"2018";643;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"8-9 lat";"2019";519;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"10-11 lat";"2015";307;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"10-11 lat";"2016";389;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"10-11 lat";"2017";622;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"10-11 lat";"2018";1085;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"10-11 lat";"2019";1051;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"12-15 lat";"2015";218;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"12-15 lat";"2016";297;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"12-15 lat";"2017";434;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"12-15 lat";"2018";601;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"12-15 lat";"2019";932;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"16-20 lat";"2015";252;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"16-20 lat";"2016";266;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"16-20 lat";"2017";263;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"16-20 lat";"2018";258;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"16-20 lat";"2019";292;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"21-25 lat";"2015";169;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"21-25 lat";"2016";148;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"21-25 lat";"2017";176;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"21-25 lat";"2018";204;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"21-25 lat";"2019";218;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"26-30 lat";"2015";550;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"26-30 lat";"2016";574;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"26-30 lat";"2017";518;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"26-30 lat";"2018";458;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"26-30 lat";"2019";333;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"31 lat i starsze";"2015";251;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"31 lat i starsze";"2016";310;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"31 lat i starsze";"2017";413;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"31 lat i starsze";"2018";523;"szt.";"";
1218000;"Powiat wadowicki";"motorowery";"31 lat i starsze";"2019";691;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"8-9 lat";"2015";4605;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"8-9 lat";"2016";4914;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"8-9 lat";"2017";4521;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"8-9 lat";"2018";4175;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"8-9 lat";"2019";4319;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"10-11 lat";"2015";5334;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"10-11 lat";"2016";5479;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"10-11 lat";"2017";5985;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"10-11 lat";"2018";6367;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"10-11 lat";"2019";5905;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"12-15 lat";"2015";11938;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"12-15 lat";"2016";12254;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"12-15 lat";"2017";13076;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"12-15 lat";"2018";13741;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"12-15 lat";"2019";14515;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"16-20 lat";"2015";14056;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"16-20 lat";"2016";15088;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"16-20 lat";"2017";15077;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"16-20 lat";"2018";15146;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"16-20 lat";"2019";15570;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"21-25 lat";"2015";7277;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"21-25 lat";"2016";7321;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"21-25 lat";"2017";7570;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"21-25 lat";"2018";8051;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"21-25 lat";"2019";8723;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"26-30 lat";"2015";5957;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"26-30 lat";"2016";6100;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"26-30 lat";"2017";6340;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"26-30 lat";"2018";6354;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"26-30 lat";"2019";6205;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"31 lat i starsze";"2015";12403;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"31 lat i starsze";"2016";13445;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"31 lat i starsze";"2017";14581;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"31 lat i starsze";"2018";15754;"szt.";"";
1219000;"Powiat wielicki";"samochody osobowe";"31 lat i starsze";"2019";17061;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"8-9 lat";"2015";690;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"8-9 lat";"2016";834;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"8-9 lat";"2017";816;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"8-9 lat";"2018";841;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"8-9 lat";"2019";827;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"10-11 lat";"2015";779;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"10-11 lat";"2016";735;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"10-11 lat";"2017";847;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"10-11 lat";"2018";1007;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"10-11 lat";"2019";972;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"12-15 lat";"2015";1938;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"12-15 lat";"2016";1914;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"12-15 lat";"2017";1897;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"12-15 lat";"2018";1931;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"12-15 lat";"2019";1931;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"16-20 lat";"2015";1908;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"16-20 lat";"2016";2067;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"16-20 lat";"2017";2057;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"16-20 lat";"2018";2115;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"16-20 lat";"2019";2215;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"21-25 lat";"2015";1074;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"21-25 lat";"2016";1124;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"21-25 lat";"2017";1208;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"21-25 lat";"2018";1287;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"21-25 lat";"2019";1396;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"26-30 lat";"2015";871;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"26-30 lat";"2016";936;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"26-30 lat";"2017";973;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"26-30 lat";"2018";992;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"26-30 lat";"2019";1011;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"31 lat i starsze";"2015";2040;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"31 lat i starsze";"2016";2168;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"31 lat i starsze";"2017";2301;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"31 lat i starsze";"2018";2468;"szt.";"";
1219000;"Powiat wielicki";"samochody ciężarowe";"31 lat i starsze";"2019";2645;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"8-9 lat";"2015";44;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"8-9 lat";"2016";33;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"8-9 lat";"2017";21;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"8-9 lat";"2018";15;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"8-9 lat";"2019";15;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"10-11 lat";"2015";72;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"10-11 lat";"2016";65;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"10-11 lat";"2017";47;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"10-11 lat";"2018";40;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"10-11 lat";"2019";29;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"12-15 lat";"2015";157;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"12-15 lat";"2016";138;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"12-15 lat";"2017";139;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"12-15 lat";"2018";126;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"12-15 lat";"2019";115;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"16-20 lat";"2015";155;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"16-20 lat";"2016";175;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"16-20 lat";"2017";166;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"16-20 lat";"2018";169;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"16-20 lat";"2019";149;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"21-25 lat";"2015";36;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"21-25 lat";"2016";39;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"21-25 lat";"2017";56;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"21-25 lat";"2018";66;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"21-25 lat";"2019";91;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"26-30 lat";"2015";71;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"26-30 lat";"2016";70;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"26-30 lat";"2017";57;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"26-30 lat";"2018";50;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"26-30 lat";"2019";36;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"31 lat i starsze";"2015";88;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"31 lat i starsze";"2016";95;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"31 lat i starsze";"2017";116;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"31 lat i starsze";"2018";127;"szt.";"";
1219000;"Powiat wielicki";"autobusy";"31 lat i starsze";"2019";146;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"8-9 lat";"2015";128;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"8-9 lat";"2016";171;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"8-9 lat";"2017";98;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"8-9 lat";"2018";67;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"8-9 lat";"2019";96;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"10-11 lat";"2015";43;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"10-11 lat";"2016";63;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"10-11 lat";"2017";135;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"10-11 lat";"2018";157;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"10-11 lat";"2019";93;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"12-15 lat";"2015";98;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"12-15 lat";"2016";96;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"12-15 lat";"2017";85;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"12-15 lat";"2018";97;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"12-15 lat";"2019";149;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"16-20 lat";"2015";66;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"16-20 lat";"2016";79;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"16-20 lat";"2017";89;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"16-20 lat";"2018";89;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"16-20 lat";"2019";90;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"21-25 lat";"2015";56;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"21-25 lat";"2016";50;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"21-25 lat";"2017";50;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"21-25 lat";"2018";56;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"21-25 lat";"2019";60;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"26-30 lat";"2015";42;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"26-30 lat";"2016";45;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"26-30 lat";"2017";46;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"26-30 lat";"2018";45;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"26-30 lat";"2019";48;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"31 lat i starsze";"2015";49;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"31 lat i starsze";"2016";59;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"31 lat i starsze";"2017";66;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"31 lat i starsze";"2018";76;"szt.";"";
1219000;"Powiat wielicki";"ciągniki siodłowe";"31 lat i starsze";"2019";82;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"8-9 lat";"2015";217;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"8-9 lat";"2016";237;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"8-9 lat";"2017";226;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"8-9 lat";"2018";203;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"8-9 lat";"2019";214;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"10-11 lat";"2015";198;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"10-11 lat";"2016";213;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"10-11 lat";"2017";258;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"10-11 lat";"2018";316;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"10-11 lat";"2019";320;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"12-15 lat";"2015";391;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"12-15 lat";"2016";430;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"12-15 lat";"2017";484;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"12-15 lat";"2018";555;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"12-15 lat";"2019";624;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"16-20 lat";"2015";357;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"16-20 lat";"2016";456;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"16-20 lat";"2017";540;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"16-20 lat";"2018";603;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"16-20 lat";"2019";628;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"21-25 lat";"2015";286;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"21-25 lat";"2016";267;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"21-25 lat";"2017";276;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"21-25 lat";"2018";347;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"21-25 lat";"2019";432;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"26-30 lat";"2015";609;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"26-30 lat";"2016";599;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"26-30 lat";"2017";571;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"26-30 lat";"2018";451;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"26-30 lat";"2019";397;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"31 lat i starsze";"2015";2760;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"31 lat i starsze";"2016";2884;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"31 lat i starsze";"2017";3000;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"31 lat i starsze";"2018";3177;"szt.";"";
1219000;"Powiat wielicki";"motocykle";"31 lat i starsze";"2019";3293;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"8-9 lat";"2015";502;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"8-9 lat";"2016";951;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"8-9 lat";"2017";853;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"8-9 lat";"2018";525;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"8-9 lat";"2019";472;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"10-11 lat";"2015";207;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"10-11 lat";"2016";293;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"10-11 lat";"2017";507;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"10-11 lat";"2018";939;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"10-11 lat";"2019";865;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"12-15 lat";"2015";213;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"12-15 lat";"2016";265;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"12-15 lat";"2017";355;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"12-15 lat";"2018";476;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"12-15 lat";"2019";737;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"16-20 lat";"2015";220;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"16-20 lat";"2016";234;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"16-20 lat";"2017";244;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"16-20 lat";"2018";263;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"16-20 lat";"2019";293;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"21-25 lat";"2015";154;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"21-25 lat";"2016";136;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"21-25 lat";"2017";169;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"21-25 lat";"2018";193;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"21-25 lat";"2019";218;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"26-30 lat";"2015";416;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"26-30 lat";"2016";454;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"26-30 lat";"2017";405;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"26-30 lat";"2018";330;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"26-30 lat";"2019";240;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"31 lat i starsze";"2015";244;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"31 lat i starsze";"2016";283;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"31 lat i starsze";"2017";368;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"31 lat i starsze";"2018";477;"szt.";"";
1219000;"Powiat wielicki";"motorowery";"31 lat i starsze";"2019";596;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"8-9 lat";"2015";31586;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"8-9 lat";"2016";33888;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"8-9 lat";"2017";29814;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"8-9 lat";"2018";26718;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"8-9 lat";"2019";28561;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"10-11 lat";"2015";31139;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"10-11 lat";"2016";31402;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"10-11 lat";"2017";34495;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"10-11 lat";"2018";36351;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"10-11 lat";"2019";32730;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"12-15 lat";"2015";59022;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"12-15 lat";"2016";61121;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"12-15 lat";"2017";64134;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"12-15 lat";"2018";67497;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"12-15 lat";"2019";70390;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"16-20 lat";"2015";62711;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"16-20 lat";"2016";66925;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"16-20 lat";"2017";66939;"szt.";"";
1261000;"Powiat m.Kraków";"samochody osobowe";"16-20 lat";"2018";67592;"szt.";"";
